RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
matthews9800ca,97.17,Auston Matthews,9800,C,0,TOR,BUF-U.Luukkonen,22.82,28.5,17.1,4.09,2.3,13.3,1,1,24,0,2.1,43,0,2,4.2,2.5,-280,6.5,59,-350,23.3,4.4,72,41,21,92,20.4,73,46,26,15,0.78,0.65,1.43,20.79,4.13,4.75,6.63,0.72,0.16,0.84,5.59,18.32,12.65,13.83,0.23,0.18,3.5,1.18,1.68,0.7,0,0,0.55,0.47,0.29,0.05,3.56,0.5,0.71,1.21,20.84,3.48,4.21,6.64,0.63,0.12,0.79,5,16.36,14.5,0.43,0.21,3.67,1.71,16.14,4.57,3.43,1.14,5.57,2,20.09,2.91,0.43,0,43.84,48.36,44.01,42.71,42.72,3.03,0.26,2.68,0.25,45.71,39,44.5,47.93,3.31,0.28,2.93,0.32,46.14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,matthews,auston matthews,a,matthews9800ca
crosby8000cs,93.28,Sidney Crosby,8000,C,0,PIT,WPG-C.Hellebuyck,15.06,18.9,11.3,0.02,1.9,19.2,1,1,9,0,0.1,17,1,2,3.5,3.2,-125,6.5,44,-105,17.6,1.8,76,41,23,92,16,66,26,33,15,0.47,0.82,1.28,20.15,3.81,3.05,4.01,0.76,0.15,0.6,3.65,17.14,14.34,13.05,0.11,0.3,3.48,0.8,0.98,0.82,0,0,0.35,0.52,0.5,0.05,2.65,0.5,0.57,1.07,20.52,3.13,2.57,3.43,0.75,0.19,0.71,3.29,15.71,15.36,0.07,0.07,4.04,0.71,14.83,2.67,1.67,1,2.67,0.67,20.19,3.56,0.17,0.17,46.46,48.6,46.62,45.31,44.25,3.09,0.23,2.83,0.22,47.64,46.15,47.5,44.62,3.23,0.19,2.5,0.17,46.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,crosby,sidney crosby,s,crosby8000cs
bergeron7900cp,93.26,Patrice Bergeron,7900,C,0,BOS,CHI-P.Mrazek,17.41,21.8,13,2.58,2.2,25.3,1,1,16,0,0.7,91,0,2,4.2,2,-460,6,71,-385,15.5,1.8,70,32,21,96,11.7,73,20,26,15,0.36,0.52,0.88,18.16,2.91,4.04,5.19,0.78,0.09,0.67,4.7,15.58,8.69,12.4,0.12,0.18,3.25,0.94,1.35,0.7,0,0.04,0.24,0.31,0.43,0.02,3.13,0.38,0.31,0.69,18.28,2.26,2.85,4.08,0.7,0.14,0.54,3.38,13.77,8.31,0.23,0.08,4.19,0.77,12,3,2.5,0.5,4,1.67,18.15,4.2,0.5,0,46.56,46.56,48.63,39.9,40.65,3.05,0.23,2.84,0.26,41.69,49.92,40.62,35.15,3.92,0.27,3.69,0.21,34.6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,bergeron,patrice bergeron,p,bergeron7900cp
draisaitl10200cl,91.29,Leon Draisaitl,10200,C,0,EDM,VGK-A.Hill,19.93,24.9,14.9,0.38,2,23.2,2,1,19,0,0.2,13,0,3,3.3,3.4,-105,6.5,32,-120,19.4,0.4,68,33,28,99,22.3,85,35,14,14,0.56,0.86,1.41,21.97,3.85,3.34,4.52,0.74,0.17,0.41,3.75,15.46,16.15,11.6,0.25,0.28,3.84,1.2,1.67,0.72,0.02,0.01,0.29,0.57,0.47,0.01,2.87,0.57,1,1.57,21.67,4.35,3.5,4.5,0.78,0.16,0.93,4.43,12.71,17.36,0.36,0.43,4.01,1.43,11,5.17,3.5,1.67,4.5,2.17,21.34,3.57,0.33,0.17,46.37,48.14,45.32,45.17,50.59,3.01,0.25,2.5,0.24,44.64,49.93,47.64,47.79,3.54,0.33,2.31,0.23,45.33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,draisaitl,leon draisaitl,l,draisaitl10200cl
larkin8300cd,91.25,Dylan Larkin,8300,C,0,DET,CLB-J.Korpisalo,14.95,18.7,11.2,-0.7,1.8,33.8,1,1,14,0,0.9,13,0,2,3.6,3.1,-140,6.5,62,-110,15,0.4,66,27,22,80,16.5,92,42,7,14,0.41,0.59,1,20.33,2.95,2.93,3.92,0.75,0.14,0.42,3.36,13.28,14.28,10.14,0.1,0.12,3.2,0.66,0.97,0.68,0.01,0.01,0.3,0.45,0.56,0.01,3.26,0.43,0.64,1.07,20.66,3.11,2.93,4.21,0.69,0.15,0.71,3.64,10.14,14,0.21,0.21,4.19,1.07,10.71,4.14,3.57,0.57,5,1.57,21.41,4.96,0.14,0.14,47.03,39.55,50.38,47.62,43.79,2.96,0.17,2.88,0.22,37.71,54,49.64,44.83,3.79,0.21,2.92,0.23,44.67,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,larkin,dylan larkin,d,larkin8300cd
mcdavid10500cc,90.59,Connor McDavid,10500,C,0,EDM,VGK-A.Hill,21.36,26.7,16,1.19,2,30.1,1,1,19,0,-0.8,40,0,3,3.3,3.4,-105,6.5,32,-120,22.2,2.6,72,40,23,99,25.1,78,57,21,14,0.6,1.03,1.63,22.16,4.41,3.86,4.92,0.78,0.16,0.36,4.22,19.35,15.57,14.59,0.15,0.38,3.75,0.94,1.19,0.79,0,0.02,0.44,0.63,0.57,0.08,3.33,0.79,1.07,1.86,21.64,5.16,3.71,4.5,0.83,0.21,0.5,4.21,16.36,16,0.29,0.5,4.01,1.43,14.67,4.33,3.83,0.5,5,1.5,22.25,3.56,0.17,0.5,46.37,48.14,45.32,45.17,50.59,3.01,0.25,2.5,0.24,44.64,49.93,47.64,47.79,3.54,0.33,2.31,0.23,45.33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,mcdavid,connor mcdavid,c,mcdavid10500cc
eichel9500cj,89.95,Jack Eichel,9500,C,0,VGK,EDM-S.Skinner,16.57,20.7,12.4,-1.54,1.7,16,1,1,18,0,0,24,0,2,3.4,3.3,-115,6.5,68,100,16.5,1.9,51,22,9,84,20.2,85,28,7,14,0.46,0.42,0.88,19.06,2.77,3.79,4.54,0.83,0.12,0.92,4.71,15.59,13.78,11.39,0.08,0.19,2.97,0.82,1.08,0.76,0,0,0.38,0.23,0.19,0.02,3.75,0.64,0.64,1.29,18.93,4.09,3.79,4.29,0.88,0.17,0.71,4.5,15.79,12.21,0.07,0.29,2.8,0.64,15.67,4.83,3.67,1.17,4.17,0.67,18.97,2.64,0,0.33,48.07,50.59,45.17,45.32,48.14,2.75,0.21,3.32,0.24,47.79,47.64,49.93,44.64,2.69,0.26,3.85,0.34,40.33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,eichel,jack eichel,j,eichel9500cj
mackinnon10300cn,89.56,Nathan MacKinnon,10300,C,0,COL,WAS-D.Kuemper,20.36,25.5,15.3,0.6,2,26.9,1,1,27,0,-2.4,40,0,2,3.4,3.3,-122,6.5,68,-152,20.7,2.5,72,35,18,96,20.3,83,50,16,12,0.53,0.86,1.38,21.51,3.85,5.13,6.44,0.8,0.1,0.53,5.66,19.94,15.26,14.64,0.15,0.3,3.67,1.36,1.8,0.76,0,0,0.37,0.56,0.68,0.01,3.88,0.17,1.25,1.42,22.33,3.81,4.83,6.58,0.73,0.03,0.75,5.58,20.25,18.25,0.08,0.33,3.78,1.33,17.83,5.5,4.83,0.67,6.67,2.33,21.25,4.28,0,0.5,46.1,50.73,44.64,44.23,44.75,3.22,0.29,2.85,0.2,46.5,44.27,47.67,46.13,3.08,0.32,3.07,0.21,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,mackinnon,nathan mackinnon,n,mackinnon10300cn
suzuki9400cn,89.13,Nick Suzuki,9400,C,0,MTL,PHI-C.Hart,14.46,18.1,10.8,-3.45,1.5,17.6,1,1,7,0,1.4,0,0,2,3.3,2.9,-134,6,63,-128,13.2,2.1,62,32,37,81,16.1,66,53,33,15,0.35,0.5,0.85,20.77,2.46,2.25,2.91,0.77,0.16,0.76,3.01,12.99,14.46,9.79,0.11,0.14,3.09,0.56,0.75,0.75,0.01,0.03,0.23,0.34,0.4,0,2.58,0.69,0.54,1.23,20.28,3.64,2,2.69,0.74,0.35,0.38,2.38,12.31,12.08,0.23,0.08,2.66,0.54,13.83,1.83,1.67,0.17,2.33,0.33,21.81,2.58,0.33,0,47.12,41.21,50.16,47.32,42.07,2.97,0.14,2.82,0.26,44.31,50.5,45.38,42.29,2.69,0.2,3.07,0.26,51.43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,suzuki,nick suzuki,n,suzuki9400cn
zibanejad9700cm,88.96,Mika Zibanejad,9700,C,0,NYR,SJ-J.Reimer,16.88,21.1,12.6,-1.64,1.7,20.8,1,1,9,0,-1.3,8,0,2,3.5,2.7,-175,6,86,-137,17.1,2.3,79,34,18,98,15.1,57,14,42,14,0.44,0.65,1.09,19.99,3.27,3.09,4.46,0.69,0.14,0.53,3.62,12.91,13.28,9.88,0.25,0.19,3.19,1.03,1.53,0.67,0.02,0.04,0.18,0.42,0.2,0,3.07,0.43,0.43,0.86,21.26,2.43,3.79,5.64,0.67,0.11,0.14,3.93,14.57,11.5,0.29,0.21,4.64,1.71,14.33,3.5,3.5,0,5,2,21.13,4.79,0.33,0.33,46.31,42.61,49.85,46.09,43.29,2.8,0.27,2.68,0.15,46.57,46.93,41.29,48.14,3.57,0.22,2.5,0.11,48.17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,zibanejad,mika zibanejad,m,zibanejad9700cm
