RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
brady8300qbt,89.00,Tom Brady,8300,TB,@WAS,,,21.64,33.6,9.6,0.29,2.6,10.2,15.0,21.35,1.0,0.85,0.93,7.8,1.0,0.0,0.85,3.3,65.0,30.0,20.5,0.0,-9.5,50.5,73.0,27.0,40.0,325.0,66.0,8.0,8.34,3.0,41.0,170.4,367.9,15.7,58.3,20.1,7.5,1.8,3.1,1.0,2.0,2.0,1.4,0.1,0.33299999999999996,8.4,4.27,1.73,48.0,0.43,0.0,25.8,300,0.61,0.39,100.0,1.0,0.0,20.0,22.5,3.5,2300.0,0.52,0.35,86.0,0.63,0.09,22.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady8300qbt
allen8700qbj,68.00,Josh Allen,8700,BUF,@NYJ,,,25.5,36.3,14.7,3.37,2.9,19.8,21.94,22.13,0.0,0.79,1.0,7.2,2.0,0.0,0.84,-1.0,66.0,31.0,17.5,0.2,-13.5,48.5,67.0,25.0,38.0,279.0,67.0,7.3,7.28,2.3,37.0,175.3,348.6,14.1,69.4,11.8,6.1,1.8,3.1,6.0,14.0,33.0,5.3,0.4,0.5529999999999999,8.4,4.13,2.0,46.0,0.6,0.0,23.6,-100,0.43,0.33,66.0,0.66,0.33,30.0,25.7,4.1,2700.0,0.56,0.39,85.0,0.61,0.04,21.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allen,josh allen,j,allen8700qbj
wentz7500qbc,67.00,Carson Wentz,7500,IND,JAX,,,18.48,29.3,7.6,-1.3,2.5,5.4,7.1,19.78,-1.0,0.68,1.0,6.1,1.0,0.0,0.43,-1.0,64.0,29.3,18.8,-1.5,-10.5,48.0,54.0,20.0,33.0,225.0,60.0,6.8,6.09,1.6,40.0,128.7,287.6,22.0,50.5,22.2,4.8,1.5,7.6,3.0,8.0,15.0,4.6,0.1,0.5479999999999999,3.76,2.06,1.12,0.0,0.0,0.0,21.2,800,0.58,0.33,100.0,1.0,0.0,50.0,17.2,-0.9,1500.0,0.44,0.27,55.0,0.5,0.15,20.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wentz,carson wentz,c,wentz7500qbc
herbert8000qbj,64.00,Justin Herbert,8000,LAC,MIN,,,22.04,32.7,11.4,1.28,2.8,13.0,13.0,20.76,-1.0,0.68,1.0,6.1,1.0,0.0,0.85,-1.3,70.0,28.5,25.0,2.7,-3.5,53.5,59.0,26.0,40.0,283.0,66.0,7.0,6.61,2.0,40.0,163.4,314.6,22.5,54.9,20.0,5.0,1.8,4.8,3.0,6.0,10.0,3.3,0.3,0.46,7.63,4.19,1.81,0.0,0.0,0.0,19.8,0,0.47,0.32,100.0,0.33,0.0,30.0,22.4,2.1,2000.0,0.49,0.32,80.0,0.45,0.05,20.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert8000qbj
prescott8100qbd,61.00,Dak Prescott,8100,DAL,ATL,,,22.48,33.7,11.3,1.52,2.8,14.0,26.34,20.96,0.0,0.79,1.0,10.0,1.0,0.0,0.69,-2.3,72.0,31.3,23.8,1.0,-7.5,55.0,50.0,25.0,36.0,292.0,69.0,8.0,8.05,2.6,39.0,168.1,327.1,13.3,44.3,20.0,7.2,1.9,4.3,3.0,8.0,12.0,3.6,0.0,0.16699999999999998,2.44,1.25,0.88,0.0,0.0,0.0,23.8,0,0.49,0.32,66.0,0.66,0.0,30.0,21.9,0.5,2100.0,0.53,0.3,35.0,0.29,0.05,17.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prescott,dak prescott,d,prescott8100qbd
tannehill7400qbr,54.00,Ryan Tannehill,7400,TEN,NO,,,17.6,28.6,6.6,-1.98,2.4,1.2,18.62,19.58,5.0,0.96,0.0,0.6,1.0,0.0,0.69,-0.1,68.0,22.8,19.8,-3.2,-3.0,42.5,65.0,20.0,30.0,239.0,66.0,7.8,6.67,1.5,42.0,118.3,246.6,15.7,58.5,21.9,5.0,2.7,7.4,2.0,12.0,20.0,7.3,0.6,0.773,5.81,2.56,1.5,55.0,0.5,0.02,18.1,400,0.55,0.29,100.0,0.5,0.0,40.0,18.8,0.6,1400.0,0.53,0.28,80.0,0.5,0.1,20.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tannehill,ryan tannehill,r,tannehill7400qbr
rudolph6300qbm,49.50,Mason Rudolph,6300,PIT,DET,,,14.98,26.0,4.0,-2.44,2.4,1.6,16.28,17.42,0.0,0.79,0.0,0.0,1.0,0.0,0.01,-1.2,22.0,23.3,17.3,-3.2,-6.0,40.5,45.0,22.0,39.0,315.0,56.0,8.1,7.55,2.0,47.0,0.0,0.0,20.5,64.1,12.8,5.1,2.6,2.5,1.0,0.0,-1.0,-0.8,0.0,0.0,0.18,0.06,0.06,36.0,0.79,0.8,0.0,200,0.0,0.0,0.0,0.0,0.0,40.0,70.0,0.1,300.0,0.17,0.32,9.0,0.04,0.09,21.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rudolph,mason rudolph,m,rudolph6300qbm
ryan7300qbm,48.00,Matt Ryan,7300,ATL,@DAL,,,18.88,29.0,8.8,-0.51,2.6,3.5,2.68,19.39,2.0,0.89,1.0,5.6,1.0,0.0,0.63,-1.8,65.0,23.8,31.3,2.5,7.5,55.0,50.0,25.0,38.0,266.0,65.0,6.9,6.19,1.7,35.0,157.0,285.4,22.7,50.5,23.3,4.5,2.1,5.9,1.0,4.0,4.0,2.5,0.1,0.33299999999999996,6.73,3.27,1.67,0.0,0.0,0.0,18.4,0,0.49,0.32,66.0,0.66,0.33,30.0,17.6,-0.9,1300.0,0.41,0.27,66.0,0.44,0.16,18.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryan,matt ryan,m,ryan7300qbm
mccoy6500qbc,47.50,Colt McCoy,6500,ARI,CAR,,,16.56,26.9,6.2,-1.26,2.5,3.8,1.18,17.82,-3.0,0.51,0.0,0.0,1.0,0.0,0.51,-3.6,28.0,25.8,18.8,-4.0,-7.0,44.5,47.0,12.0,18.0,124.0,67.0,6.8,6.03,0.4,27.0,45.0,77.0,12.0,56.5,30.4,2.2,1.1,7.2,2.0,2.0,3.0,1.3,0.0,0.217,1.13,0.19,0.0,0.0,0.0,0.0,5.3,500,0.17,0.2,25.0,0.25,0.5,40.0,4.3,-0.8,500.0,0.19,0.15,22.0,0.05,0.33,18.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mccoy,colt mccoy,c,mccoy6500qbc
bridgewater7200qbt,47.00,Teddy Bridgewater,7200,DEN,PHI,,,17.2,28.7,5.7,-1.99,2.4,1.9,9.04,19.19,3.0,0.92,1.0,1.1,1.0,0.0,0.37,-0.9,60.0,22.3,22.3,-1.7,0.0,44.5,63.0,21.0,31.0,232.0,67.0,7.4,6.18,1.2,36.0,142.0,280.0,17.6,59.7,18.9,3.9,2.3,7.7,2.0,6.0,11.0,4.0,0.3,0.5479999999999999,5.06,2.06,1.06,65.0,0.24,0.0,17.1,600,0.43,0.26,100.0,0.6,0.0,50.0,14.5,-1.9,1200.0,0.39,0.24,95.0,0.4,0.0,20.0,QB,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater7200qbt
